Source,Target,Weight,Type
4,172,0.2921,Undirected
4,173,0.1888,Undirected
4,174,0.5913,Undirected
4,175,0.2821,Undirected
4,176,0.2214,Undirected
4,177,0.2945,Undirected
4,178,0.185,Undirected
4,179,0.2943,Undirected
4,180,0.1768,Undirected
4,182,0.2482,Undirected
4,183,0.1534,Undirected
4,184,0.1546,Undirected
4,186,0.164,Undirected
4,187,0.252,Undirected
4,190,0.2377,Undirected
4,191,0.2627,Undirected
4,192,0.1643,Undirected
4,193,0.1601,Undirected
4,195,0.2214,Undirected
4,196,0.4391,Undirected
4,197,0.1815,Undirected
4,198,0.2652,Undirected
4,201,0.1636,Undirected
4,206,0.236,Undirected
4,214,0.1929,Undirected
4,232,0.2589,Undirected
4,237,0.1513,Undirected
4,249,0.1594,Undirected
4,255,0.1613,Undirected
4,258,0.2117,Undirected
4,300,0.1587,Undirected
4,302,0.439,Undirected
4,308,0.2431,Undirected
4,310,0.4665,Undirected
4,311,0.2871,Undirected
4,312,0.2416,Undirected
4,313,0.2851,Undirected
4,314,0.2627,Undirected
4,326,0.1901,Undirected
4,327,0.1799,Undirected
4,344,0.1746,Undirected
4,347,0.2812,Undirected
4,351,0.1772,Undirected
4,364,0.1959,Undirected
4,372,0.1997,Undirected
4,380,0.1577,Undirected
4,381,0.1604,Undirected
4,396,0.1528,Undirected
4,406,0.1904,Undirected
4,429,0.1713,Undirected
4,433,0.3189,Undirected
4,434,0.2243,Undirected
4,435,0.3189,Undirected
4,441,0.1712,Undirected
4,442,0.2407,Undirected
4,445,0.2278,Undirected
4,446,0.2439,Undirected
4,449,0.1928,Undirected
4,454,0.3378,Undirected
4,455,0.2652,Undirected
4,456,0.2574,Undirected
4,457,0.2915,Undirected
4,458,0.291,Undirected
4,466,0.2297,Undirected
4,471,0.2103,Undirected
4,489,0.1774,Undirected
4,491,0.2748,Undirected
4,499,0.1742,Undirected
4,507,0.1839,Undirected
4,511,0.2243,Undirected
4,513,0.2169,Undirected
4,538,0.1868,Undirected
4,583,0.2983,Undirected
4,584,0.2612,Undirected
4,585,0.254,Undirected
4,586,0.2416,Undirected
4,587,0.1862,Undirected
4,588,0.2281,Undirected
4,589,0.19,Undirected
4,590,0.2325,Undirected
4,604,0.1658,Undirected
4,612,0.2831,Undirected
4,617,0.1585,Undirected
4,620,0.1864,Undirected
4,623,0.1682,Undirected
4,665,0.1807,Undirected
4,666,0.2653,Undirected
4,684,0.1978,Undirected
4,710,0.1627,Undirected
4,714,0.1973,Undirected
4,716,0.1847,Undirected
4,717,0.2082,Undirected
4,720,0.1922,Undirected
4,728,0.2011,Undirected
4,731,0.2475,Undirected
4,732,0.2382,Undirected
4,733,0.1589,Undirected
4,741,0.2068,Undirected
4,747,0.2313,Undirected
4,752,0.1598,Undirected
4,755,0.2385,Undirected
4,765,0.2264,Undirected
4,767,0.1578,Undirected
4,772,0.1751,Undirected
4,776,0.2184,Undirected
4,783,0.2191,Undirected
5,6,0.5331,Undirected
5,7,0.293,Undirected
5,8,0.2254,Undirected
5,11,0.1695,Undirected
5,12,0.1636,Undirected
5,42,0.3838,Undirected
5,43,0.1836,Undirected
5,47,0.1519,Undirected
5,52,0.1784,Undirected
5,57,0.1654,Undirected
5,67,0.22,Undirected
5,75,0.171,Undirected
5,77,0.2275,Undirected
5,94,0.2348,Undirected
5,99,0.1524,Undirected
5,114,0.2175,Undirected
5,117,0.1896,Undirected
5,119,0.1581,Undirected
5,124,0.1992,Undirected
5,125,0.192,Undirected
5,129,0.1845,Undirected
5,133,0.1845,Undirected
5,149,0.1646,Undirected
5,168,0.286,Undirected
5,169,0.2855,Undirected
5,170,0.234,Undirected
5,172,0.162,Undirected
5,174,0.3722,Undirected
5,175,0.2868,Undirected
5,176,0.1566,Undirected
5,178,0.2521,Undirected
5,179,0.1978,Undirected
5,182,0.1761,Undirected
5,183,0.1703,Undirected
5,187,0.188,Undirected
5,188,0.4118,Undirected
5,190,0.1628,Undirected
5,191,0.1805,Undirected
5,195,0.1566,Undirected
5,196,0.322,Undirected
5,198,0.1988,Undirected
5,200,0.1681,Undirected
5,206,0.2674,Undirected
5,232,0.1874,Undirected
5,239,0.1775,Undirected
5,302,0.3034,Undirected
5,310,0.3683,Undirected
5,311,0.2985,Undirected
5,312,0.1835,Undirected
5,313,0.1795,Undirected
5,314,0.2731,Undirected
5,325,0.174,Undirected
5,347,0.1632,Undirected
5,395,0.1544,Undirected
5,396,0.3227,Undirected
5,433,0.2433,Undirected
5,434,0.1649,Undirected
5,435,0.2433,Undirected
5,446,0.1619,Undirected
5,454,0.1546,Undirected
5,455,0.2563,Undirected
5,456,0.1779,Undirected
5,457,0.2818,Undirected
5,461,0.1681,Undirected
5,487,0.2747,Undirected
5,491,0.2151,Undirected
5,583,0.1691,Undirected
5,584,0.1539,Undirected
5,597,0.1777,Undirected
5,720,0.3065,Undirected
5,721,0.2716,Undirected
5,728,0.1637,Undirected
5,732,0.169,Undirected
6,7,0.1549,Undirected
6,9,0.1887,Undirected
6,11,0.1644,Undirected
6,42,0.4701,Undirected
6,43,0.1737,Undirected
6,45,0.2113,Undirected
6,46,0.2327,Undirected
6,49,0.221,Undirected
6,67,0.1815,Undirected
6,73,0.3095,Undirected
6,77,0.1799,Undirected
6,84,0.2278,Undirected
6,85,0.2246,Undirected
6,94,0.2129,Undirected
6,102,0.191,Undirected
6,108,0.1505,Undirected
6,109,0.2178,Undirected
6,110,0.2102,Undirected
6,111,0.2529,Undirected
6,112,0.1571,Undirected
6,117,0.2525,Undirected
6,119,0.2146,Undirected
6,166,0.1546,Undirected
6,174,0.2598,Undirected
6,175,0.1532,Undirected
6,190,0.1605,Undirected
6,196,0.1902,Undirected
6,211,0.1926,Undirected
6,232,0.179,Undirected
6,255,0.226,Undirected
6,301,0.1921,Undirected
6,302,0.2459,Undirected
6,310,0.2796,Undirected
6,311,0.168,Undirected
6,312,0.1626,Undirected
6,313,0.1606,Undirected
6,314,0.1537,Undirected
6,327,0.1544,Undirected
6,347,0.2314,Undirected
6,396,0.2982,Undirected
6,433,0.198,Undirected
6,435,0.198,Undirected
6,445,0.2147,Undirected
6,446,0.1754,Undirected
6,449,0.2359,Undirected
6,481,0.1962,Undirected
6,485,0.2348,Undirected
6,486,0.1796,Undirected
6,491,0.1937,Undirected
6,492,0.1738,Undirected
6,496,0.1756,Undirected
6,662,0.1527,Undirected
6,720,0.1575,Undirected
6,728,0.1732,Undirected
6,768,0.1896,Undirected
6,775,0.1592,Undirected
7,8,0.2162,Undirected
7,9,0.2462,Undirected
7,12,0.4988,Undirected
7,13,0.164,Undirected
7,23,0.2207,Undirected
7,35,0.2932,Undirected
7,42,0.2939,Undirected
7,43,0.4853,Undirected
7,46,0.1552,Undirected
7,47,0.2656,Undirected
7,48,0.1966,Undirected
7,52,0.4961,Undirected
7,57,0.2689,Undirected
7,67,0.2174,Undirected
7,75,0.2022,Undirected
7,77,0.3434,Undirected
7,83,0.2085,Undirected
7,92,0.1608,Undirected
7,103,0.2009,Undirected
7,108,0.157,Undirected
7,111,0.2672,Undirected
7,114,0.3447,Undirected
7,115,0.5787,Undirected
7,116,0.2423,Undirected
7,124,0.4473,Undirected
7,125,0.4846,Undirected
7,126,0.1739,Undirected
7,127,0.3377,Undirected
7,128,0.1943,Undirected
7,129,0.7077,Undirected
7,130,0.1616,Undirected
7,132,0.17,Undirected
7,133,0.7077,Undirected
7,134,0.2217,Undirected
7,135,0.2763,Undirected
7,136,0.2545,Undirected
7,157,0.2909,Undirected
7,168,0.226,Undirected
7,169,0.1531,Undirected
7,170,0.2677,Undirected
7,172,0.4178,Undirected
7,173,0.2765,Undirected
7,174,0.3917,Undirected
7,175,0.3466,Undirected
7,176,0.632,Undirected
7,177,0.2749,Undirected
7,178,0.4499,Undirected
7,179,0.5593,Undirected
7,180,0.2003,Undirected
7,181,0.2046,Undirected
7,182,0.4553,Undirected
7,183,0.4183,Undirected
7,184,0.34,Undirected
7,185,0.1771,Undirected
7,186,0.2038,Undirected
7,187,0.1859,Undirected
7,189,0.1652,Undirected
7,190,0.1527,Undirected
7,191,0.3406,Undirected
7,192,0.2264,Undirected
7,193,0.2283,Undirected
7,194,0.1696,Undirected
7,195,0.632,Undirected
7,196,0.5152,Undirected
7,197,0.2274,Undirected
7,198,0.3439,Undirected
7,199,0.176,Undirected
7,201,0.2775,Undirected
7,210,0.3556,Undirected
7,212,0.1894,Undirected
7,217,0.2342,Undirected
7,230,0.1634,Undirected
7,302,0.2383,Undirected
7,308,0.2769,Undirected
7,310,0.5407,Undirected
7,311,0.5805,Undirected
7,312,0.288,Undirected
7,313,0.3685,Undirected
7,314,0.5312,Undirected
7,326,0.2666,Undirected
7,327,0.2058,Undirected
7,347,0.3161,Undirected
7,372,0.2721,Undirected
7,380,0.1645,Undirected
7,381,0.1606,Undirected
7,399,0.1725,Undirected
7,433,0.2326,Undirected
7,434,0.2618,Undirected
7,435,0.2326,Undirected
7,442,0.3359,Undirected
7,446,0.1712,Undirected
7,449,0.1985,Undirected
7,454,0.2942,Undirected
7,455,0.5293,Undirected
7,456,0.4791,Undirected
7,457,0.5818,Undirected
7,458,0.3641,Undirected
7,460,0.1744,Undirected
7,461,0.2641,Undirected
7,462,0.1558,Undirected
7,480,0.1977,Undirected
7,491,0.3117,Undirected
7,499,0.1846,Undirected
7,511,0.2561,Undirected
7,538,0.2183,Undirected
7,542,0.1911,Undirected
7,583,0.3984,Undirected
7,584,0.1735,Undirected
7,585,0.3391,Undirected
7,586,0.3226,Undirected
7,587,0.2591,Undirected
7,588,0.3089,Undirected
7,589,0.1911,Undirected
7,590,0.2994,Undirected
7,593,0.1793,Undirected
7,612,0.2238,Undirected
7,627,0.1742,Undirected
7,647,0.1579,Undirected
7,661,0.1792,Undirected
7,665,0.2605,Undirected
7,666,0.3543,Undirected
7,716,0.1902,Undirected
7,717,0.2424,Undirected
7,731,0.3186,Undirected
7,732,0.4769,Undirected
7,733,0.1611,Undirected
7,734,0.1758,Undirected
7,747,0.2326,Undirected
7,753,0.155,Undirected
7,755,0.1726,Undirected
7,756,0.1926,Undirected
7,774,0.1793,Undirected
7,776,0.1713,Undirected
7,783,0.2511,Undirected
7,784,0.1697,Undirected
7,786,0.1598,Undirected
7,791,0.1682,Undirected
8,9,0.3253,Undirected
8,12,0.184,Undirected
8,23,0.199,Undirected
8,35,0.1719,Undirected
8,53,0.1836,Undirected
8,57,0.1735,Undirected
8,115,0.1799,Undirected
8,116,0.1778,Undirected
8,124,0.1519,Undirected
8,125,0.2699,Undirected
8,129,0.1557,Undirected
8,133,0.1557,Undirected
8,135,0.1551,Undirected
8,146,0.1736,Undirected
8,149,0.1644,Undirected
8,159,0.1544,Undirected
8,168,0.3295,Undirected
8,169,0.2355,Undirected
8,170,0.2648,Undirected
8,173,0.3638,Undirected
8,175,0.1562,Undirected
8,178,0.1845,Undirected
8,179,0.1729,Undirected
8,187,0.1574,Undirected
8,188,0.1721,Undirected
8,189,0.1666,Undirected
8,192,0.1622,Undirected
8,194,0.1885,Undirected
8,197,0.1824,Undirected
8,204,0.1645,Undirected
8,239,0.1967,Undirected
8,244,0.1749,Undirected
8,302,0.2789,Undirected
8,308,0.1626,Undirected
8,311,0.159,Undirected
8,312,0.2868,Undirected
8,313,0.159,Undirected
8,323,0.1602,Undirected
8,347,0.1963,Undirected
8,371,0.2049,Undirected
8,386,0.2226,Undirected
8,434,0.2566,Undirected
8,442,0.2241,Undirected
8,455,0.2888,Undirected
8,456,0.1936,Undirected
8,457,0.3175,Undirected
8,458,0.218,Undirected
8,491,0.2161,Undirected
8,538,0.1763,Undirected
8,547,0.1781,Undirected
8,583,0.2744,Undirected
8,585,0.2336,Undirected
8,586,0.2222,Undirected
8,587,0.1801,Undirected
8,588,0.2134,Undirected
8,608,0.1783,Undirected
8,666,0.2064,Undirected
8,677,0.1751,Undirected
8,694,0.2347,Undirected
8,717,0.1631,Undirected
8,720,0.2066,Undirected
8,721,0.2665,Undirected
8,747,0.1984,Undirected
9,12,0.202,Undirected
9,35,0.1595,Undirected
9,42,0.2667,Undirected
9,43,0.2737,Undirected
9,44,0.1763,Undirected
9,45,0.2434,Undirected
9,46,0.2681,Undirected
9,47,0.2409,Undirected
9,49,0.1696,Undirected
9,52,0.1588,Undirected
9,53,0.1521,Undirected
9,67,0.197,Undirected
9,73,0.1828,Undirected
9,74,0.242,Undirected
9,75,0.4472,Undirected
9,76,0.3055,Undirected
